filename,class,fill,x,y,width,height
OK_TBS_S_200016.jpg,glass,0,242,705,213,153
OK_TBS_S_200016.jpg,glass,0,1140,731,167,186
OK_TBS_S_200016.jpg,plate,0,533,487,554,441
OK_TBS_S_200017.jpg,glass,0,678,300,240,174
OK_TBS_S_200017.jpg,plate,0,525,441,550,511
OK_TBS_S_200017.jpg,glass,0,671,988,165,90
OK_TBS_S_200018.jpg,glass,0,709,310,206,169
OK_TBS_S_200018.jpg,glass,0,1133,632,220,208
OK_TBS_S_200018.jpg,plate,0,576,501,511,441
OK_TBS_S_200019.jpg,glass,0,1039,462,213,177
OK_TBS_S_200019.jpg,plate,0,552,450,554,513
OK_TBS_S_200019.jpg,glass,0,351,922,177,126
OK_TBS_S_200020.jpg,plate,0,521,470,559,499
OK_TBS_S_200020.jpg,glass,0,1039,472,235,182
OK_TBS_S_200020.jpg,glass,0,1107,746,208,208
OK_TBS_S_200021.jpg,glass,30,1150,528,203,169
OK_TBS_S_200021.jpg,glass,30,1140,758,196,186
OK_TBS_S_200021.jpg,plate,0,538,477,569,482
OK_TBS_S_200022.jpg,glass,30,470,344,199,184
OK_TBS_S_200022.jpg,glass,30,983,334,174,186
OK_TBS_S_200022.jpg,plate,0,552,448,513,506
OK_TBS_S_200023.jpg,glass,30,409,661,201,172
OK_TBS_S_200023.jpg,plate,0,690,460,535,467
OK_TBS_S_200023.jpg,glass,30,1261,683,184,179
OK_TBS_S_200024.jpg,glass,30,409,654,220,162
OK_TBS_S_200024.jpg,glass,30,409,879,211,165
OK_TBS_S_200024.jpg,plate,0,671,465,559,487
OK_TBS_S_200025.jpg,glass,30,421,651,194,208
OK_TBS_S_200025.jpg,glass,30,821,804,189,150
OK_TBS_S_200025.jpg,plate,0,995,322,593,525
OK_TBS_S_200026.jpg,glass,100,395,649,223,189
OK_TBS_S_200026.jpg,glass,100,833,797,179,167
OK_TBS_S_200026.jpg,plate,0,1012,334,557,535
OK_TBS_S_200027.jpg,glass,100,414,673,213,148
OK_TBS_S_200027.jpg,glass,100,1351,688,182,179
OK_TBS_S_200027.jpg,plate,0,726,487,494,470
OK_TBS_S_200028.jpg,glass,100,884,712,196,172
OK_TBS_S_200028.jpg,glass,100,1167,709,199,162
OK_TBS_S_200028.jpg,plate,0,317,472,542,496
OK_TBS_S_200029.jpg,glass,100,821,395,215,215
OK_TBS_S_200029.jpg,glass,100,1102,722,215,189
OK_TBS_S_200029.jpg,plate,0,441,600,547,458
OK_TBS_S_200030.jpg,platte,0,717,472,518,489
OK_TBS_S_200030.jpg,glass,100,1320,436,196,186
OK_TBS_S_200030.jpg,glass,100,1370,753,199,191
OK_TBS_S_200031.jpg,glass,100,305,458,232,182
OK_TBS_S_200031.jpg,glass,100,639,472,182,186
OK_TBS_S_200031.jpg,glass,100,1019,508,172,174
OK_TBS_S_200031.jpg,plate,0,605,620,550,458
OK_TBS_S_200032.jpg,glass,100,344,867,206,153
OK_TBS_S_200032.jpg,glass,100,1196,663,196,179
OK_TBS_S_200032.jpg,glass,100,1198,930,177,143
OK_TBS_S_200032.jpg,glass,0,617,663,542,395
OK_TBS_S_200033.jpg,glass,100,358,852,172,160
OK_TBS_S_200033.jpg,glass,100,719,525,174,179
OK_TBS_S_200033.jpg,glass,100,1223,673,172,199
OK_TBS_S_200033.jpg,plate,0,605,644,552,424
OK_TBS_S_200034.jpg,glass,100,380,847,160,169
OK_TBS_S_200034.jpg,glass,100,615,850,191,150
OK_TBS_S_200034.jpg,glass,100,620,564,148,189
OK_TBS_S_200034.jpg,plate,0,954,542,559,455
OK_TBS_S_200035.jpg,glass,100,821,484,228,157
OK_TBS_S_200035.jpg,glass,100,1106,651,182,165
OK_TBS_S_200035.jpg,glass,100,1061,913,172,140
OK_TBS_S_200035.jpg,plate,0,460,576,550,496
OK_TBS_S_200036.jpg,glass,30,496,729,162,179
OK_TBS_S_200036.jpg,glass,30,702,840,155,155
OK_TBS_S_200036.jpg,glass,30,341,886,194,136
OK_TBS_S_200036.jpg,plate,0,954,545,516,462
OK_TBS_S_200037.jpg,glass,30,898,380,186,172
OK_TBS_S_200037.jpg,glass,30,1283,709,203,186
OK_TBS_S_200037.jpg,glass,30,654,603,533,455
OK_TBS_S_200037.jpg,plate,0,347,843,194,172
OK_TBS_S_200038.jpg,glass,30,417,855,182,167
OK_TBS_S_200038.jpg,glass,30,428,589,167,174
OK_TBS_S_200038.jpg,glass,30,1283,772,184,218
OK_TBS_S_200038.jpg,plate,0,695,617,492,455
OK_TBS_S_200039.jpg,glass,30,412,828,186,182
OK_TBS_S_200039.jpg,glass,30,678,509,194,174
OK_TBS_S_200039.jpg,glass,30,1036,521,191,184
OK_TBS_S_200039.jpg,plate,0,657,658,550,426
OK_TBS_S_200040.jpg,glass,30,303,852,182,165
OK_TBS_S_200040.jpg,plate,0,581,632,482,429
OK_TBS_S_200040.jpg,glass,30,1167,671,162,177
OK_TBS_S_200040.jpg,glass,30,1182,918,167,131
OK_TBS_S_200041.jpg,glass,0,404,544,179,186
OK_TBS_S_200041.jpg,glass,0,688,538,196,172
OK_TBS_S_200041.jpg,glass,0,1004,545,206,194
OK_TBS_S_200041.jpg,plate,0,557,639,542,429
OK_TBS_S_200042.jpg,glass,0,857,450,184,201
OK_TBS_S_200042.jpg,glass,0,1152,586,179,191
OK_TBS_S_200042.jpg,glass,0,1157,852,179,182
OK_TBS_S_200042.jpg,plate,0,477,637,554,414
OK_TBS_S_200043.jpg,glass,0,501,470,162,184
OK_TBS_S_200043.jpg,glass,0,1002,450,225,208
OK_TBS_S_200043.jpg,glass,0,1293,869,179,179
OK_TBS_S_200043.jpg,plate,0,569,591,559,492
OK_TBS_S_200044.jpg,glass,0,574,634,186,179
OK_TBS_S_200044.jpg,glass,0,467,828,169,162
OK_TBS_S_200044.jpg,glass,0,657,889,201,162
OK_TBS_S_200044.jpg,plate,0,835,375,630,567
OK_TBS_S_200045.jpg,plate,0,467,540,567,467
OK_TBS_S_200045.jpg,glass,0,1005,567,196,203
OK_TBS_S_200045.jpg,glass,0,1245,622,208,203
OK_TBS_S_200045.jpg,glass,0,1128,835,179,150
OK_TBS_S_200046.jpg,glass,100,324,707,179,174
OK_TBS_S_200046.jpg,glass,100,368,906,165,143
OK_TBS_S_200046.jpg,glass,100,976,600,162,155
OK_TBS_S_200046.jpg,glass,100,956,763,169,157
OK_TBS_S_200046.jpg,plate,0,547,605,414,363
OK_TBS_S_200047.jpg,glass,100,586,448,206,182
OK_TBS_S_200047.jpg,glass,100,964,605,184,162
OK_TBS_S_200047.jpg,glass,100,332,734,186,138
OK_TBS_S_200047.jpg,glass,100,362,935,178,129
OK_TBS_S_200047.jpg,plate,0,567,605,387,356
OK_TBS_S_200048.jpg,glass,100,584,697,215,128
OK_TBS_S_200048.jpg,glass,100,598,881,174,157
OK_TBS_S_200048.jpg,glass,100,344,729,179,174
OK_TBS_S_200048.jpg,glass,100,356,922,182,148
OK_TBS_S_200048.jpg,plate,0,947,731,395,337
OK_TBS_S_200049.jpg,glass,100,613,695,140,133
OK_TBS_S_200049.jpg,glass,100,847,627,143,173
OK_TBS_S_200049.jpg,glass,100,349,947,190,125
OK_TBS_S_200049.jpg,plate,0,642,770,390,300
OK_TBS_S_200050.jpg,glass,100,581,666,136,148
OK_TBS_S_200050.jpg,glass,100,852,419,201,194
OK_TBS_S_200050.jpg,glass,100,838,700,206,157
OK_TBS_S_200050.jpg,glass,100,852,908,143,128
OK_TBS_S_200050.jpg,plate,0,344,700,380,337
OK_TBS_S_200051.jpg,glass,30,685,361,179,186
OK_TBS_S_200051.jpg,glass,30,1126,496,206,194
OK_TBS_S_200051.jpg,glass,30,1102,787,171,157
OK_TBS_S_200051.jpg,glass,30,872,857,148,133
OK_TBS_S_200051.jpg,plate,0,435,562,413,359
OK_TBS_S_200052.jpg,glass,30,685,381,194,182
OK_TBS_S_200052.jpg,glass,30,1150,492,197,203
OK_TBS_S_200052.jpg,glass,30,387,713,203,179
OK_TBS_S_200052.jpg,glass,30,681,969,223,111
OK_TBS_S_200052.jpg,plate,0,651,528,421,375
OK_TBS_S_200053.jpg,glass,30,681,379,200,187
OK_TBS_S_200053.jpg,glass,30,1104,513,254,167
OK_TBS_S_200053.jpg,glass,30,1161,712,186,174
OK_TBS_S_200053.jpg,plate,0,654,535,395,375
OK_TBS_S_200053.jpg,glass,30,404,712,169,177
OK_TBS_S_200054.jpg,glass,30,408,729,165,157
OK_TBS_S_200054.jpg,glass,30,694,990,162,111
OK_TBS_S_200054.jpg,glass,30,1155,732,176,146
OK_TBS_S_200054.jpg,glass,30,1172,513,177,155
OK_TBS_S_200054.jpg,plate,0,661,535,397,356
OK_TBS_S_200055.jpg,glass,30,405,586,203,173
OK_TBS_S_200055.jpg,glass,30,443,804,169,131
OK_TBS_S_200055.jpg,plate,0,659,530,403,360
OK_TBS_S_200055.jpg,glass,30,1167,516,177,99
OK_TBS_S_200055.jpg,glass,30,1162,732,165,144
OK_TBS_S_200056.jpg,plate,0,681,546,379,359
OK_TBS_S_200056.jpg,glass,0,1057,550,165,179
OK_TBS_S_200056.jpg,glass,0,1305,630,215,201
OK_TBS_S_200056.jpg,glass,0,1303,879,172,140
OK_TBS_S_200056.jpg,glass,0,1077,799,157,172
OK_TBS_S_200057.jpg,glass,0,419,683,153,169
OK_TBS_S_200057.jpg,plate,0,647,536,411,365
OK_TBS_S_200057.jpg,glass,0,938,431,206,191
OK_TBS_S_200057.jpg,glass,0,1311,649,184,179
OK_TBS_S_200057.jpg,glass,0,1097,985,140,75
OK_TBS_S_200058.jpg,glass,0,424,683,162,165
OK_TBS_S_200058.jpg,plate,0,685,550,349,337
OK_TBS_S_200058.jpg,glass,0,954,433,189,182
OK_TBS_S_200058.jpg,glass,0,1119,784,194,167
OK_TBS_S_200058.jpg,glass,0,1010,959,184,109
OK_TBS_S_200059.jpg,glass,0,414,684,187,184
OK_TBS_S_200059.jpg,glass,0,562,378,146,173
OK_TBS_S_200059.jpg,glass,0,954,432,194,178
OK_TBS_S_200059.jpg,glass,0,1138,787,163,157
OK_TBS_S_200059.jpg,plate,0,647,597,414,311
OK_TBS_S_200060.jpg,glass,0,557,409,167,159
OK_TBS_S_200060.jpg,glass,0,981,425,181,202
OK_TBS_S_200060.jpg,glass,0,397,719,228,136
OK_TBS_S_200060.jpg,glass,0,465,889,186,148
OK_TBS_S_200060.jpg,glass,0,663,531,392,336
OK_TBS_S_200061.jpg,glass,0,985,384,190,190
OK_TBS_S_200061.jpg,glass,0,876,797,197,168
OK_TBS_S_200061.jpg,glass,0,1166,571,176,154
OK_TBS_S_200061.jpg,plate,0,467,403,398,392
OK_TBS_S_200061.jpg,plate,0,1276,593,422,348
OK_TBS_S_200062.jpg,glass,0,538,371,184,189
OK_TBS_S_200062.jpg,glass,0,946,422,178,195
OK_TBS_S_200062.jpg,glass,0,1111,740,168,152
OK_TBS_S_200062.jpg,plate,0,649,524,413,382
OK_TBS_S_200062.jpg,glass,0,400,693,208,154
OK_TBS_S_200062.jpg,glass,0,449,903,206,140
OK_TBS_S_200063.jpg,glass,0,536,395,175,149
OK_TBS_S_200063.jpg,glass,0,760,424,119,138
OK_TBS_S_200063.jpg,glass,0,966,498,140,122
OK_TBS_S_200063.jpg,glass,0,1131,743,146,140
OK_TBS_S_200063.jpg,glass,0,1003,931,160,124
OK_TBS_S_200063.jpg,glass,0,508,655,394,324
OK_TBS_S_200064.jpg,glass,0,394,717,176,168
OK_TBS_S_200064.jpg,glass,0,492,467,175,140
OK_TBS_S_200064.jpg,glass,0,738,395,165,179
OK_TBS_S_200064.jpg,glass,0,939,462,170,173
OK_TBS_S_200064.jpg,glass,0,1038,736,162,146
OK_TBS_S_200064.jpg,glass,0,620,566,395,370
OK_TBS_S_200065.jpg,glass,0,1054,685,140,149
OK_TBS_S_200065.jpg,glass,0,709,428,203,156
OK_TBS_S_200065.jpg,glass,0,505,471,160,163
OK_TBS_S_200065.jpg,glass,0,397,720,181,151
OK_TBS_S_200065.jpg,glass,0,379,914,175,130
OK_TBS_S_200065.jpg,glass,0,614,563,357,373
OK_TBS_S_200066.jpg,glass,0,275,546,202,175
OK_TBS_S_200066.jpg,glass,0,670,522,194,162
OK_TBS_S_200066.jpg,glass,0,1009,587,148,152
OK_TBS_S_200066.jpg,glass,0,1060,839,171,181
OK_TBS_S_200066.jpg,glass,0,352,903,173,119
OK_TBS_S_200066.jpg,glass,0,643,660,405,341
OK_TBS_S_200067.jpg,glass,0,290,678,202,144
OK_TBS_S_200067.jpg,glass,0,349,901,141,127
OK_TBS_S_200067.jpg,glass,0,1039,516,184,186
OK_TBS_S_200067.jpg,glass,0,1062,785,184,135
OK_TBS_S_200067.jpg,glass,0,1039,968,157,105
OK_TBS_S_200067.jpg,glass,0,665,676,376,322
OK_TBS_S_200068.jpg,glass,30,290,657,197,163
OK_TBS_S_200068.jpg,glass,30,313,901,173,132
OK_TBS_S_200068.jpg,glass,30,1038,924,171,138
OK_TBS_S_200068.jpg,glass,30,644,495,168,151
OK_TBS_S_200068.jpg,glass,30,1154,362,202,225
OK_TBS_S_200068.jpg,plate,0,635,652,403,348
OK_TBS_S_200069.jpg,glass,30,306,652,175,170
OK_TBS_S_200069.jpg,glass,30,1158,400,167,173
OK_TBS_S_200069.jpg,glass,30,1011,922,205,135
OK_TBS_S_200069.jpg,glass,30,616,868,175,152
OK_TBS_S_200069.jpg,glass,30,305,909,163,127
OK_TBS_S_200069.jpg,plate,0,603,301,425,406
OK_TBS_S_200070.jpg,glass,30,332,774,170,167
OK_TBS_S_200070.jpg,glass,30,620,882,149,124
OK_TBS_S_200070.jpg,glass,30,1020,920,178,149
OK_TBS_S_200070.jpg,glass,30,1139,674,148,143
OK_TBS_S_200070.jpg,glass,30,1160,382,186,197
OK_TBS_S_200070.jpg,plate,0,600,295,428,413
OK_TBS_S_200071.jpg,glass,100,333,768,192,165
OK_TBS_S_200071.jpg,glass,100,611,871,162,152
OK_TBS_S_200071.jpg,glass,100,1025,919,167,141
OK_TBS_S_200071.jpg,glass,100,1127,665,182,160
OK_TBS_S_200071.jpg,glass,100,1150,394,181,192
OK_TBS_S_200071.jpg,plate,0,619,316,424,390
OK_TBS_S_200072.jpg,glass,100,309,644,182,163
OK_TBS_S_200072.jpg,glass,100,600,915,148,140
OK_TBS_S_200072.jpg,glass,100,863,919,186,135
OK_TBS_S_200072.jpg,glass,100,1125,657,182,151
OK_TBS_S_200072.jpg,glass,100,1154,386,189,200
OK_TBS_S_200072.jpg,plate,0,603,298,424,411
OK_TBS_S_200073.jpg,glass,100,241,668,197,173
OK_TBS_S_200073.jpg,glass,100,622,862,160,127
OK_TBS_S_200073.jpg,glass,100,890,808,168,152
OK_TBS_S_200073.jpg,glass,100,1212,687,194,152
OK_TBS_S_200073.jpg,glass,100,1154,395,189,184
OK_TBS_S_200073.jpg,plate,0,606,300,425,416
OK_TBS_S_200074.jpg,glass,100,297,576,208,168
OK_TBS_S_200074.jpg,glass,100,581,790,163,140
OK_TBS_S_200074.jpg,glass,100,862,757,171,163
OK_TBS_S_200074.jpg,glass,100,1073,606,175,157
OK_TBS_S_200074.jpg,glass,100,1154,381,187,202
OK_TBS_S_200074.jpg,plate,0,609,298,428,406
OK_TBS_S_200075.jpg,glass,100,317,568,197,184
OK_TBS_S_200075.jpg,glass,100,598,382,184,187
OK_TBS_S_200075.jpg,glass,100,909,376,181,189
OK_TBS_S_200075.jpg,glass,100,1068,597,163,157
OK_TBS_S_200075.jpg,glass,100,584,797,160,148
OK_TBS_S_200075.jpg,plate,0,793,647,386,362
OK_TBS_S_200076.jpg,plate,0,227,457,202,178
OK_TBS_S_200076.jpg,plate,0,911,517,168,162
OK_TBS_S_200076.jpg,plate,0,416,560,424,387
OK_TBS_S_200076.jpg,plate,0,1043,579,387,368
OK_TBS_S_200077.jpg,glass,100,222,465,222,181
OK_TBS_S_200077.jpg,plate,0,441,578,381,362
OK_TBS_S_200077.jpg,plate,0,1019,559,405,382
OK_TBS_S_200077.jpg,glass,100,1469,833,163,189
OK_TBS_S_200078.jpg,glass,100,228,457,206,186
OK_TBS_S_200078.jpg,glass,100,843,676,171,152
OK_TBS_S_200078.jpg,plate,0,1041,267,416,367
OK_TBS_S_200078.jpg,plate,0,984,720,409,349
OK_TBS_S_200079.jpg,glass,100,479,668,184,168
OK_TBS_S_200079.jpg,glass,100,820,679,194,152
OK_TBS_S_200079.jpg,plate,0,1016,236,443,424
OK_TBS_S_200079.jpg,plate,0,1001,701,408,360
OK_TBS_S_200080.jpg,glass,30,343,538,190,159
OK_TBS_S_200080.jpg,glass,30,877,559,181,170
OK_TBS_S_200080.jpg,plate,0,501,612,367,362
OK_TBS_S_200080.jpg,plate,0,993,589,414,382
OK_TBS_S_200081.jpg,glass,100,724,457,192,176
OK_TBS_S_200081.jpg,glass,100,1419,530,213,149
OK_TBS_S_200081.jpg,plate,0,1043,584,373,333
OK_TBS_S_200081.jpg,plate,0,416,587,390,344
OK_TBS_S_200082.jpg,glass,30,797,573,195,151
OK_TBS_S_200082.jpg,glass,30,1396,522,179,167
OK_TBS_S_200082.jpg,plate,0,1017,600,382,351
OK_TBS_S_200082.jpg,plate,0,481,617,405,370
OK_TBS_S_200083.jpg,plate,0,395,606,400,357
OK_TBS_S_200083.jpg,glass,0,806,551,186,179
OK_TBS_S_200083.jpg,glass,0,819,904,182,160
OK_TBS_S_200083.jpg,plate,0,1098,628,382,355
OK_TBS_S_200084.jpg,glass,30,789,562,216,175
OK_TBS_S_200084.jpg,glass,30,525,852,179,176
OK_TBS_S_200084.jpg,plate,0,1166,313,392,411
OK_TBS_S_200084.jpg,plate,0,838,697,384,355
OK_TBS_S_200085.jpg,glass,30,540,868,167,160
OK_TBS_S_200085.jpg,glass,30,1303,865,184,159
OK_TBS_S_200085.jpg,plate,0,1166,341,417,389
OK_TBS_S_200085.jpg,plate,0,758,598,398,354
OK_TBS_S_200086.jpg,glass,0,1038,401,181,152
OK_TBS_S_200086.jpg,glass,0,1290,912,144,144
OK_TBS_S_200086.jpg,plate,0,941,563,398,343
OK_TBS_S_200086.jpg,plate,0,387,559,390,373
OK_TBS_S_200087.jpg,glass,0,608,463,187,168
OK_TBS_S_200087.jpg,glass,0,1027,866,151,152
OK_TBS_S_200087.jpg,plate,0,998,290,420,411
OK_TBS_S_200087.jpg,plate,0,498,622,427,365
OK_TBS_S_200088.jpg,glass,0,497,411,200,176
OK_TBS_S_200088.jpg,glass,0,885,432,165,160
OK_TBS_S_200088.jpg,plate,0,965,546,422,386
OK_TBS_S_200088.jpg,plate,0,303,525,417,394
